author,comment,likes,published_at,total_replies
@bobsrandomchannel7589,Waiting for the Last of the furious,0,2024-05-19T07:48:37Z,0
@暗.三日月,"You can’t deny that at this point, Dom can solo a complete IG Thanos.",0,2024-05-19T06:34:25Z,0
@vishalrampersad,So unrealistic u telling me the door didn't come out with all that force bs,0,2024-05-19T02:29:31Z,0
@karthiksshankar,Who needs horsepower when you have family power! 💪🏻😂,0,2024-05-18T13:07:38Z,0
@Jon-cu4kv,5000 bhp and still rear wheel drive 🤣,0,2024-05-18T10:17:22Z,0
@btsjimin1895,aint nobody talkin about letty's red corvette,0,2024-05-17T19:16:17Z,0
@antidotum1,"Kolejne jeba...dełko 800+ 🤣Miło patrzy się jak nam realizują się rodacy w dziedzinie z jakiej słynie Środkowa Europa czyli odpłatne bzy..nko. Teraz każdy frajer z małym ego zwanym osobnikiem męskim utrzymujących rodzinę na kredytach może mieć własne gówno w domu od państwa słynącego z jednej rzeczy a mianowicie panienek na wylotówce na Zgorzelec bo teraz zeszły z niej ;) Tyle miłości, że zazdrościć 🤣🤣🤣 i tak jesteś pusta kuro zdradzana ;)",0,2024-05-17T18:49:33Z,0
@PeterBollen-dp8wi,De best movie collectie film!!!,1,2024-05-16T15:33:02Z,0
@PeterBollen-dp8wi,📽️🎞️📽️🎞️📽️🎞️📽️,1,2024-05-16T15:29:23Z,0
@PeterBollen-dp8wi,❤️👍🌝👍❤️,1,2024-05-16T15:29:10Z,0
@PeterBollen-dp8wi,🎥🎬🎥🎬🎥🎬🎥,1,2024-05-16T15:29:01Z,0
@PeterBollen-dp8wi,Beast  custom cars!!,1,2024-05-16T15:28:48Z,0
@PeterBollen-dp8wi,Fantastische en geweldige  custom cars!!!,1,2024-05-16T15:28:08Z,0
@PeterBollen-dp8wi,Zeer sterke muscle custom CAR!!!,1,2024-05-16T15:27:38Z,0
@PeterBollen-dp8wi,"Hallo, mijn favoriete collectie movie!!!",1,2024-05-16T15:27:06Z,0
@ruv3n406,"as much as i love this movie, you can tell the people involved didn't pay attention in physics class",0,2024-05-16T11:54:04Z,0
@yashipiyush,DOM ♥♥♥♥,0,2024-05-16T08:56:45Z,0
@ObanyedoPrisca,The fastest car I have seen,0,2024-05-16T06:26:22Z,0
@johariawang7713,what was the plan here.. harpoon.. then what?? are they suppose hold dom down untill everybody out of gas?,0,2024-05-15T09:15:38Z,0
@MathHub-fb6gp,Which part is it?,0,2024-05-14T05:28:11Z,0
@julian10000,this power rangers movie looks weird,0,2024-05-14T02:43:34Z,0
@Orcaboy-eo9pt,Man the 72 plymouth roadrunner is one of my 2nd favorite cars in the fast and furious franchise.,3,2024-05-14T02:21:42Z,0
@Orcaboy-eo9pt,I have the 72 plymouth roadrunner 1/24 scale but in a red and gold paint job with gold wheels.,1,2024-05-14T02:20:18Z,0
@ady007spd,One of the dumbest scenes,0,2024-05-13T17:30:47Z,0
@iaraoliveira6330,No that 3d driving,1,2024-05-13T13:16:20Z,0
@MeSohailSatvilkarkai,O kaalaa bolltaa bidu 😂😂😂,0,2024-05-11T21:44:03Z,0
@FZVideos9630,"To anyone who run this official YT channel of Fast & Furious , I want to asked , why is it difficult to add subtitle ?",0,2024-05-11T12:41:26Z,0
@Ghost_COD_000,Bro is chasing in Bentley 💀😂,1,2024-05-11T11:25:44Z,1
@baptistofori8780,Am here to type Family before watching the video🎉,1,2024-05-10T11:12:47Z,0
@freddybonilla2472,Chasing Down Toretto,1,2024-05-09T22:56:20Z,0
@Mike-h7o,After fast and furious 5 all these films became shit,0,2024-05-09T18:33:51Z,0
@AngelAdrian-su1os,"Vic: \"This one will even withstand what you're going to do to it\"",0,2024-05-08T08:46:56Z,0
@LakshaySharma-j5g,1.RISING HELL UPPERCUT 2.RISING HELL UPPERCUT 3.RISING HELL UPPER CUT 4.RISING HELL UPPERCUT 5.RISING HELL UPPERCUT 6.RISING HELL UPPERCUT 7.RISING HELL UPPERCUT 8.RISING HELL UPPERCUT 9.RISING HELL UPPERCUT 10.RISING HELL UPPERCUT 11.RISING HELL UPPERCUT 12.RISING HELL UPPERCUT 13.RISING HELL UPPERCUT 14.RISING HELL UPPERCUT 15.RISING HELL UPPERCUT 16.RISING HELL UPPERCUT 17.RISING HELL UPPERCUT 18.RISING HELL UPPERCUT 19.RISING HELL UPPERCUT 20.RISING HELL UPPERCUT 21.RISING HELL UPPERCUT 22.RISING HELL UPPERCUT 23.RISING HELL UPPERCUT 24.RISING HELL UPPERCUT 25.RISING HELL UPPERCUT 26.RISING HELL UPPERCUT 27.RISING HELL UPPERCUT 28.RISING HELL UPPERCUT 29.RISING HELL UPPERCUT 30.RISING HELL UPPERCUT 31.RISING HELL UPPERCUT 32.RISING HELL UPPERCUT 33.RISING HELL UPPERCUT 34.RISING HELL UPPERCUT 35.RISING HELL UPPERCUT 36.RISING HELL UPPERCUT 37.RISING HELL UPPERCUT 38.RISING HELL UPPERCUT 39.RISING HELL UPPERCUT 40.RISING HELL UPPERCUT 41.RISING HELL UPPERCUT 42.RISING HELL UPPERCUT 43.RISING HELL UPPERCUT 44.RISING HELL UPPERCUT 45.RISING HELL UPPERCUT 46.RISING HELL UPPERCUT 47.RISING HELL UPPERCUT 48.RISING HELL UPPERCUT 49.RISING HELL UPPERCUT 50.RISING HELL UPPERCUT 51.RISING HELL UPPERCUT 52.RISING HELL UPPERCUT 53.RISING HELL UPPERCUT 54.RISING HELL UPPERCUT 55.RISING HELL UPPERCUT 56.RISING HELL UPPERCUT 57.RISING HELL UPPERCUT 58.RISING HELL UPPERCUT 59.RISING HELL UPPERCUT 60.RISING HELL UPPERCUT,0,2024-05-06T13:00:01Z,0
@FINO-f8u,Dude who brings a Jaguar in a chase where physics get fucked in every second what if it breakdown😂 it,0,2024-05-05T07:55:07Z,0
@nathanarcher6764,driving like a bunch of 15 year olds at the go kart park,2,2024-05-04T10:29:57Z,0
@StalloneSRB,"Script, car selections, cast.. everything is just so bad that it hurts. This entire scene is just lol..",0,2024-05-03T15:26:22Z,0
@Jaden.913,Stupid movie.Enjoy TD,0,2024-05-03T03:41:44Z,0
@SandeepSaroy-yp8sq,Movie part?,0,2024-05-03T02:59:07Z,0
@JanneSmith-n8r,"Funny though, that a smash from door from old muscle car derailed a Big lifted truck.",0,2024-05-03T01:23:46Z,1
@JanneSmith-n8r,"Fitting to his size, The Rock drives a big Truck, lol
'",0,2024-05-03T01:19:24Z,0
@JanneSmith-n8r,"Its funny how its usually They use Imports, to chase after High Powered Moded Muscle cars.",0,2024-05-03T01:19:01Z,0
@D.Burduli,5 car agents 1 this movie for kids😂😂,0,2024-05-02T18:43:45Z,0
@fahadshaikh3547,That door can handle getting skewered and pulled by a truck by not a shoulder tap by dom 🤌🏻,0,2024-04-29T05:03:33Z,0
@RobloxChiller,This has got to be the most over exaggerated car scene I’ve ever witnessed!. 500 people would have died if this was real.,0,2024-04-28T18:50:03Z,0
@Yohanedits241,I wish Paul and his brother were in the movie together 😢,0,2024-04-28T01:23:38Z,0
@caseycockerham3925,Jason Statham has severe arthritis in his cervical spine,0,2024-04-27T22:08:25Z,0
@Tophat_kid-123,"8:20  the president leader gonna be like, how did this homeless man get a nuclear football?",0,2024-04-27T17:43:10Z,0
@TWaFDJ2763,"4:07 Is it just me or this one toy company who made Anki overdrive added the line in it.
Same for 4:37",0,2024-04-27T07:47:52Z,0
@krzysztofchris4661,How much doomber can it get,0,2024-04-26T20:37:59Z,0
@UtsavMaheshwari-z3f,Name all the cars in this Scene,0,2024-04-26T14:29:33Z,0
@arjoeajo-i6h,di namn 3 to b7b7 talaga,0,2024-04-26T09:06:15Z,0
@chandu595,Which part,0,2024-04-26T06:10:21Z,0
@Emeighttwelve,what in the fantastic 4 is this shiiiii 😂,0,2024-04-26T05:04:29Z,0
@user-ug8ul6ee9pdr,TT tarde segue em anexo o meu currículo para editar o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo ou 7:11 7:12 7:13 7:13 7:14 7:15 7:15,0,2024-04-25T17:28:28Z,0
@user-ug8ul6ee9pdr,Tudo bem com você para editar o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo yyyyy o seguinte arquivo 3:17 3:18 3:18 3:19,0,2024-04-25T17:24:22Z,0
@user-ug8ul6ee9pdr,Tudo bem com você para editar o seguinte arquivo ou link anexo IMG o seguinte arquivo ou TT tarde segue em anexo o meu currículo 2:25 2:25 2:25 2:25 2:26 2:26 2:27,0,2024-04-25T17:23:40Z,0
@user-ug8ul6ee9pdr,"Tudo bem com você para editar o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo ou1:2 1:34 1:35 1:41 1:42 1:42 2:02 2:43 

1:51 o seguinte 1:54 2:40 2:41",0,2024-04-25T17:23:16Z,0
@user-ug8ul6ee9pdr,TT tarde segue em anexo o meu currículo para edit o seguinte arquivo ou link anexo IMG o seguinte arquivo ou link anexo IMG o seguinte arquivo yyyyy o seguinte arquivo ou 0:23 0:23 0:24 0:25 0:27 0:27 0:27,0,2024-04-25T17:21:40Z,0
@shikotsu9394,"You’ve gotta admire Dom’s adaptability. He knew how to deal with almost any opponent…even if it was his own allies 

“Yes he had a good reason. But still….🥶”",0,2024-04-25T16:40:27Z,0
@حسنعادل-ذ9خ,fhru😮😮fhchxqqgnchhcv,0,2024-04-25T10:45:58Z,0
@joelalgarme4738,"\"Try FAMILY\"",0,2024-04-24T23:24:15Z,0
@gunderaoyalwad,Name of movie,0,2024-04-24T09:13:58Z,0
@silentowlz3055,2:00 Me trying to lose my heat 4 wave on NFS Most wanted,0,2024-04-24T07:19:03Z,0
@FxAzula,Why are they fighting each other?,0,2024-04-23T17:46:17Z,0
@mellowrose9470,"Thank god they didnt destroy a split window corvette for this scene that lettys driving,but still a very nice car...
Either way id still take the GTX over all the others in this particular movie",0,2024-04-22T22:16:57Z,0
@toasterbath2003,"1:34 , driver 2 : undercover missions  puts things in this headspace.",0,2024-04-21T11:28:11Z,0
@anuragmondal,Vector sum of all the forces acting on the car is zero,0,2024-04-21T06:24:35Z,0
@connorsmith2024,The laws of inertia dont apply to family,0,2024-04-21T05:45:29Z,0
@Bossjoshua6226,What's the name of the movie plz tell me,0,2024-04-20T09:16:45Z,0
@an1me._black,Name episod?,0,2024-04-20T08:06:20Z,0
@rahulsoni-uu9xn,Fast n furious one of my favorite movie,0,2024-04-19T17:11:40Z,0
@rahulsoni-uu9xn,Dom bro love u can i get a chance to meet u we can party,0,2024-04-19T17:09:23Z,0
@rahulsoni-uu9xn,0:58 1:12 ❤ 1:32,0,2024-04-19T17:07:48Z,0
@AbedulTG,how are they not in prison,0,2024-04-19T13:19:10Z,0
@reverbhubmusic,ye fast and frueies kon see haa,0,2024-04-18T14:42:00Z,0
@g59steezo,How he break the door with his arm ? 😂😂🤣😂😂😂😂,0,2024-04-18T01:02:50Z,0
@Drey_doll,2:52-2:56 and 2:56-3:00 you can see the same blue cover twice meaning they were shooting at the same spot twice lmao.,0,2024-04-17T18:07:07Z,0
@Drey_doll,You know who would’ve gave him that opening that that guy PAUL WOULDVE. OR either PAULs by his side,0,2024-04-17T18:04:52Z,0
@ManishTak-t9b,movie name??,0,2024-04-17T15:21:08Z,0
@Polar_yt-7,"I swear 🤬 the \"FAMOUS ROCK\" WAS THERE IN THE 'BIG' TRUCK",0,2024-04-16T11:22:01Z,0
@ayvzu,Goofy ass chase scene,0,2024-04-15T22:56:50Z,0
@noumanhaider9999,Knot interested,0,2024-04-13T22:41:08Z,0
@ВадимБухталкин,Стетхем всегда был героема не врагом,0,2024-04-13T11:21:08Z,0
@ВадимБухталкин,Стетхем тут красавчик,0,2024-04-13T11:15:40Z,0
@CamoGamer6689,They sure like to wreck cars. :(,2,2024-04-13T02:10:48Z,0
@Hircine101,Such a shit movie,0,2024-04-12T04:22:08Z,0
@BahtiyarAbidjanov-ob8tt,Как назвается  эта кино,0,2024-04-10T22:57:04Z,0
@mdkhaledparvezhridoy7623,"The only thing I missed in this film is Brian O Corner, Really if he would here, he could handle Dom better than others which we saw in Fast 1 & 4.",2,2024-04-09T22:29:40Z,0
@noobergamer0,What kind of fucked up physics is this? How they expected the car to move? When forces from each sides were cancelling. What was Justin lin thinking? LOL. Dumb asses,1,2024-04-08T14:52:01Z,0
@Sprunki_2018,Who saw the rock😮,1,2024-04-08T06:12:31Z,1
@jessedavis1741,Lot of beautiful cars ruined in these movies lol after fast 5 these got to far fetched I watched them but to me 1 will always be the best,2,2024-04-06T21:02:47Z,0
@aemiliadelroba4022,"That black suv passed twice 😮
😂😂😂",0,2024-04-05T22:42:14Z,0
@KnightofDuroch,"F8 may be one of the weaker installments, but this chase absolutely fulfills the promise of The Whole Team vs. Dom.",0,2024-04-05T19:25:46Z,0
@1993buakaw,Even if they can catch tom by hand they will still chase him with a car,0,2024-04-05T15:13:11Z,0
@rohandurant4870,"Batman couldnt catch this car, this car was very very fast apart from the EMP car",0,2024-04-05T13:25:07Z,0
@vishmaster09,5:37 has he actually got a gear that's F? For Family???,0,2024-04-05T10:19:52Z,0
@TiagoDutra-d9j,Boa tarde 😡,1,2024-04-04T16:57:35Z,0
@ayanriyazshaikh786,Where to watch,0,2024-04-03T14:07:43Z,0
@tdigi88,He's riding on alot of ponys🐎,0,2024-04-03T06:58:53Z,0
@SaintDorado,This might be one of dumbest movie scenes I have ever seen. Lovely.,1,2024-04-01T22:03:08Z,0
@behrozkhan7943,"Hes an expert at everything, i get that part and he understands spy games too, understandable but damn Bentley's are heavy AF cars and to turn one over like that, I mean next to impossible lol... 
Draging the Bentley forward means the car stretching Diesel's car from the back tightens the tension in the cable, ramming into the Bentley, not possible...",0,2024-04-01T20:32:17Z,0
@Kaustubhhanskar,Which part,0,2024-04-01T14:20:17Z,0
@agreenuri2005,Vgsfdfsfsgdc,0,2024-04-01T01:55:17Z,0
@agreenuri2005,Xgsggsfgegfsff,0,2024-04-01T01:54:57Z,0
@agreenuri2005,Fgdgtsdywftd😊😊😊😊,0,2024-04-01T01:54:46Z,0
@agreenuri2005,Dikksfjkreerdyuiefudfg😊😅😅😮😢🎉🎉,0,2024-04-01T01:54:24Z,0
@agreenuri2005,Dhetghjjddfggghjsfhsgj😊😅 😮😮😢🎉😂lwsidhsgh😅😅😅😅😅,0,2024-04-01T01:52:19Z,0
@سبحاناللهوبحمدهسبحانالله-ر4س8ذ,استغفر الله العظيم واتوب اليه عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته,1,2024-03-30T21:56:16Z,0
@Deeep-t4i,🐂🐂🐂🐂🐂🐂😭😭😭😭🚦🔒,0,2024-03-30T15:48:28Z,0
@NathanielAlcazar05,Race to the New York City 🏙️🌆,0,2024-03-30T07:17:05Z,0
@NathanielAlcazar05,Race through the New York City 🏙️🌆,0,2024-03-30T07:13:24Z,0
@lowkey213,Try 25,0,2024-03-29T19:15:12Z,0
@hughjanus3562,I wanna know what the hell the did to that damn engine to have that much horsepower and nothing popping out the hood,0,2024-03-29T15:50:13Z,0
@safareshonqulov6267,Morning yoqtirgan filimim❤❤❤❤,2,2024-03-28T18:20:49Z,0
@notreal9579,average citizens arrest in dubai,0,2024-03-28T02:18:52Z,0
@Eesa-v3h,NO NO NO THIS MY BENTLEY 😂😂😂,1,2024-03-27T10:57:10Z,0
@itsgerardchin,just realized... how did they aim the harpoons...?,0,2024-03-27T07:52:03Z,1
@StoicWolf75,I love how no pedestrian is even remotely phased by what’s going on,0,2024-03-26T14:27:13Z,0
@meomicute2329,Name ??,0,2024-03-26T13:54:53Z,0
@andrewstone-bx4ft,WHEN MY DIRECT DEPOSIT HITS AND EVERYONE TRYING TO GET SOME,0,2024-03-26T08:17:20Z,0
@Fanofmusic106,The most unrealistic part of this is the brz being ahead of everyone.,0,2024-03-26T02:56:56Z,0
@ArmandoVega-hk1tv,What are you going to do....proceeds to shoot down a bird😂😂,0,2024-03-25T19:33:24Z,0
@narisajaichuay3295,กูเดินตามมันแต่มันไม่เคยเห็นหัว..,1,2024-03-25T18:24:59Z,0
@narisajaichuay3295,อาแมน..,1,2024-03-25T18:24:15Z,0
@agreenuri2005,"Yjdchdffdbgfb
Dfgfgvgcgcgggg",0,2024-03-24T22:35:45Z,0
@AlexGuhe,I love this scene,0,2024-03-24T15:58:36Z,0
@mohammedjawid2214,"I still don’t understand what was the plan with the Harpoon, secondly what did the Horspower have anything to do with Doms car when being Harpooned? Also why was Hobbs soo pissed with Dom? I get he was upset about the betrayal but he’s acting like they’ve always been villains",0,2024-03-23T01:59:05Z,0
@JXV121,what car does Jason staham drive in this movie,0,2024-03-23T00:38:51Z,1
@deadmangaming8143,Wtf fast and furious even about?😭😆,0,2024-03-22T10:38:34Z,0
@Clv_4stroke_oil,The Ameican Muscle Power 💪🏻💪🏻💪🏻,4,2024-03-22T08:29:23Z,0
@luizalmeida9399,"cadillac Project gtp hypercar hot wheels comentários 2,2 mil Luiz Davi de Almeida Ribeiro Uberaba mg",1,2024-03-21T21:37:21Z,0
@Werdnasemajjamesandrew,Unlimited horsepower means nothing compared to mass and friction.  This is the single dumbest moment of the franchise history.,88,2024-03-20T22:14:38Z,6
@anongamer5359,He had to remind them that he's the number 1,0,2024-03-20T13:15:53Z,0
@mohitraj847,❤️❤️❤️❤️🤩🤩🤩🤩🤩🥳🥳🥳🥳🔥🔥🔥🔥🔥🙏🏻,0,2024-03-20T10:44:49Z,0
@sciencegaming07,Movie name??,0,2024-03-19T07:59:44Z,0
@jamesflinty7737,"Anything after
Tokyo drift are straight up trash",0,2024-03-18T23:19:17Z,0
@Dc0sby,So a car couldn't rip a door off but a man could?,1,2024-03-18T22:38:06Z,0
@shao0076,Yeah they definitely gave up after 5 argument can be made for 6 but they stopped having dope cars street racing all that,0,2024-03-18T19:33:41Z,0
@Frosty98206,2:00-2:05 I Remember that move from NFS Days.,7,2024-03-18T19:26:06Z,0
@richardendresz161,It’s a good thing for Dom that the space required for the harpoons was taken from the ABS systems of the cars otherwise they would actually be slowing him down,0,2024-03-18T19:25:23Z,0
@sarbickmukherjee5771,DOMINIC TORETTO= Pure American Muscle= UNSTOPPABLE,0,2024-03-18T15:38:21Z,0
@matthewedwards4622,"FAST FAMILY VS DOM TORETTO 
FAMILY EDWARDS VS MATTHEW",0,2024-03-18T04:51:20Z,0
@matthewedwards4622,"FAST FAMILY VS DOM TORETTO 
FAMILY EDWARDS VS MATTHEW",0,2024-03-18T04:50:16Z,0
@matthewedwards4622,THE FAST OF THE FURIOUS 8 MOVIE 2017,0,2024-03-18T04:49:34Z,0
@jumpman120,I like how they dont understand the difference between horsepower and torque,4,2024-03-17T06:04:03Z,0
@jonathandiaz4997,12 months ago 😮,1,2024-03-17T05:05:25Z,0
@scaleworld9826,"Господи, какая же туфта. Только американцы могут снимать такое дерьмо.",0,2024-03-16T21:16:11Z,0
@unknown_truckers,"Nelson engines would get him close let me tell you,  still streetable too",0,2024-03-16T14:02:53Z,0
@AdaborFrancis-e2s,Nice one there,0,2024-03-16T00:56:20Z,0
@EDISONLAYNEZ,1 86 666,0,2024-03-15T21:41:02Z,0
@derekstaroba,"The rock is so funny playing the bad guy: \" its over terrano. Get your ass out of the car now\"",1,2024-03-15T21:20:39Z,0
@AdemAzib,Where Paul walker car?,0,2024-03-15T19:39:53Z,1
@tojifushiguro2581,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅,0,2024-03-15T11:57:42Z,0
@channelfred8694,"6,000 HP his speedmoder it's he had",0,2024-03-15T10:18:20Z,1
@Neoliizer,Nice 🔥,0,2024-03-15T00:02:45Z,0
@lyndonfair9850,Dumbass scene,0,2024-03-14T22:59:05Z,0
@Tomdzik007,One of the most stupid scenes in F&F,0,2024-03-14T18:32:50Z,0
@krishna17305,which movie,0,2024-03-13T17:16:19Z,2
@pengenkaya9977,The fact that rocks car are military cars lost agains a freaking door 😂😂😂,61,2024-03-13T08:37:01Z,3
@suryaprakash3476,"Bro 9,10 movie link petu bro 😢",0,2024-03-13T06:31:30Z,0
@cappedpluto7638,"ah yes, physics has left the room",3,2024-03-13T05:50:24Z,2
@austinerhardt1739,Dwayne Johnson has useless lines left and right in this scene,0,2024-03-12T02:33:21Z,0
@Goatdraws-k8u,Name of movie please,0,2024-03-11T13:09:37Z,1
@issacdowning7204,Pov when all the boys get on gta,4,2024-03-10T05:18:32Z,0
@mmmJamSandwich,can we just reboot the series from after tokyo drift already?,0,2024-03-07T13:37:06Z,1
@booppnooo4778,عچفگدفحگکطدکبف,0,2024-03-04T00:32:53Z,0
@fareedzairavarathar2865,02:00 need for speed most wanted mode,1,2024-03-03T15:34:02Z,0
@jass7235,American can’t have a single good thing 😂,3,2024-03-02T11:01:45Z,0
@leviebert27,Wish i can have a powerful 1971  Plymouth Roadrunner as awesome as the GTX in the series id love to drive it around the world.,1,2024-03-01T18:37:47Z,0
@TheAttlier,Honestly if this car could keep itself together... even at 5khp with all the tensions from every angle the only way he escapes is if someone fucks up...,0,2024-03-01T17:07:09Z,0
@ELLIOTTH-n1w,"FAST X 1,2,3 TO END THE FRANCHISE",0,2024-02-29T14:35:09Z,1
@Anik3234,Movie name,0,2024-02-28T13:05:46Z,3
@yakiramiro,the next movie name should be FURIOSA AND FAMILY,0,2024-02-28T12:37:04Z,0
@Bimbo-Balls,Where cares about physics when you have family…,0,2024-02-25T22:16:35Z,0
@tikewhite1044,"VINTAGE AMERICAN MUSCLE!!!....
NEVER GETS OLD.


♠️THE VANITY ADDICT♠️",3,2024-02-25T04:17:05Z,0
@mofahad37,Fucking drama not matching to reality 😂,1,2024-02-24T18:14:26Z,0
@unhinged_0,The final chase scene from Blues Brothers was way better than this,2,2024-02-24T16:40:06Z,3
@NeryRuano-j4t,👂🫵🖕🖕🖕🖕🖕🖕,0,2024-02-24T16:30:23Z,0
@haidenmurray6359,"The engineer in me is like “these guys are violating the laws of physics every five seconds”. The geek and movie enthusiast is just like “who cares, this is glorious” 😂",0,2024-02-24T05:32:33Z,0
@bidenonabender5903,5:30 the way he just elbows the door... xD,0,2024-02-23T16:51:44Z,0
@malkeus6487,I didn't know they had car judo in these movies.,0,2024-02-23T04:20:53Z,0
@JasonOttoson,🤬✏️🤘🙂🫡🥁😏🤨🙂✏️😡🤘🧐🤔🫣🫡😁👍✌️🫡🫣🤔🧐🤬🤨😏👋,0,2024-02-23T01:56:41Z,0
@RedRepublicanArmy,"SHOOTING AND STABBING NAVEL. LOVE TO FCK HANDSOME AND TOMBOYS. HEESAY AND GRINDR APPS.

BEST PC GAMES: CALL OF DUTY, RESIDENT EVIL, MEDAL OF HONOR AND TOMB RAIDER.",1,2024-02-22T13:00:53Z,0
@hollywoodmovies-xd7fl,"Assalamu Alaikum and may God have mercy on you, how are you? You are fine. I am requesting you. A person is sending his memories to my eyes through hypnosis for 24 hours. Please tell me any way to stop this. 00923424058272",0,2024-02-22T04:48:11Z,0
@MdrajibKhan982,Movie name plz 🔥,0,2024-02-21T15:19:16Z,1
@vivienb.2215,I very love this scene... fantastic,0,2024-02-21T10:14:36Z,0
@arinjaydutt5737,Bro's fot FAMILY,0,2024-02-20T14:55:45Z,0
@nhelnhel1091,For vin diesel ( diesel Paul is by your Side ) 😉,0,2024-02-20T12:48:52Z,0
@AngelSoto-f7o,cual rápidos y furiosos es,0,2024-02-20T02:59:23Z,0
@Hardys-Mods,This movie teached us:   More hp = more grip,3,2024-02-20T01:09:26Z,0
@BasitKhan-jr5rx,What a beautiful maybach,0,2024-02-19T09:06:05Z,0
@ReneHenriquez-Antelo,"Bruh without his car, Dom is powerless, with it he is smart, and nearly like Thanos",1,2024-02-18T22:44:58Z,0
@LenovaLeno-xl8wu,Salam qar maşınsürən,0,2024-02-18T05:40:36Z,0
@DougieYT,This movie proved that Dom is unstoppable with the power of family at his disposal.,0,2024-02-18T03:58:14Z,0
@nicogabriel2010,That's what I talkin' about,0,2024-02-17T07:47:03Z,0
@GrantMangou,"Top
Vibes",0,2024-02-16T14:38:13Z,0
@Kelsousername,letty always has such cool cars,3,2024-02-16T11:35:59Z,0
@lowkeyloner9671,This is disgusting how trash this is,2,2024-02-15T18:59:22Z,1
@RDX_-STAR,Movie name plz,0,2024-02-15T09:58:27Z,0
@RDX_-STAR,Which part 😲,0,2024-02-15T09:52:19Z,0
@Mr-nobita-ff,Which movie,0,2024-02-14T11:16:45Z,1
@HDD7,"car being pulled in 5 different directions, gotta be family (and HP) keeping it in one single spot",0,2024-02-13T04:56:59Z,0
@AbdoulmadjidSAADALI,GOOD TO WATCH,0,2024-02-09T19:58:37Z,0
@motherscooking9740,I always think how Paul would have made done this ❤?,0,2024-02-09T09:17:21Z,0
@maheshjagani4420,Konsa part ha ya fast and furious,0,2024-02-08T06:06:37Z,0
@เสธไอซ์ระดับ,ขนาดแอบติดจีพีเอสได้นับภาษาอะไรกับไอ้แค่ส่งข้อความมาบอกคนในทีมให้รู้จิงป่ะละถ้าบอกคนในทีมดอมก็จะทำอะไรง่ายขึ้นกว่านี้เยอะไม่ต้องมาค่อยหนีคนในทีมด้วยจิงไมละเพราะแค่ส่งข้อความบอกคนในทีมไซเฟอร์ไม่มีทางจับได้หรอกแต่ที่สำคัญคือดอมไม่อยากให้คนในทีมมาเสี่ยงไงเลยไม่บอกใครแต่ในมุมกับกันเองลืมไปรึยิ่งเอ็งไม่บอกคนในทีมยิ่งอยากช่วยเอ็งจิงไมละแต่ถ้าเอ็งบอกเอ็งก็ยังวางแผนให้คนในทีมไม่ต้องมาเสี่ยงกับเองยังได้เลยจิงป่ะละวางแผนให้ทีมค่อยทำตามที่เองบอกทุกๆอย่างแค่นี้ก็จบแล้วจิงๆหนังอะเนอะไม่ทำแบบนี้ก็ไม่สนุก,0,2024-02-07T17:43:27Z,0
@เสธไอซ์ระดับ,จริงๆถ้าดอมส่งแมสเซจบอกคนในทีมว่าไซเฟอร์ได้จับตัวลูกและเอรีน่าไว้เป็นตัวประกันเรื่องคงไม่เป็นแบบนี้หรอกจิงๆเพราะถ้าฮอพรู้คนในทีมทุกคนรู้ก็จะเปิดทางให้ดอมทำตามแผนทุกๆอย่างแล้วตลบหลังไซเฟอร์ทีหลังแบบว่าให้ไซเฟอร์ได้ทุกอย่างที่ต้องการแล้วเอาคนแอบขึ้นไปจับไซเฟอร์และปิดล้อมด้วยเครื่องบินทุกอย่างก็จบแล้วแถมจับตัวได้ด้วย😅จิงๆแต่ก็นะอย่างว่าแหละหนังถ้าคนในทีมรู้หนังก็จะไม่ออกมาสนุกแบบนี้หรอกคงจะมีแต่ตอนไล่จับไซเฟอร์ทั้งเรื้องแน่นอน😂,0,2024-02-07T17:39:04Z,0
@เสธไอซ์ระดับ,รถดอมทำด้วยอะไรคับเนี้ยขนาดชนปูนไฟหน้ายังไม่แตกกันชนหน้าไม่เป็นรอยเลยแข็วแรงจัง,0,2024-02-07T17:33:38Z,0
@gorakh19,The only movie of Fast franchise after 5th part I like,1,2024-02-07T14:44:14Z,0
@ayushmanyadav7195,Yr ye 7hai ya 8 part,0,2024-02-04T09:59:18Z,0
@MrBossilini,"This Franchise got so stupid , the rock ? Why is he In this movie ? Ludacris was dumb enough 😂😂😂Lol",0,2024-02-03T06:38:10Z,0
@thomasjones4306,You could never mix logic against family…never…,0,2024-02-01T14:06:14Z,0
@CeciliaRamirezambrosio,Dom y brayan❤,0,2024-01-29T02:40:13Z,0
@CeciliaRamirezambrosio,Nunca agarraran a toreto 😊❤❤❤❤,0,2024-01-29T02:39:55Z,0
@alhamour_1027,I mean 5 cars against 1 that’s impossible they give dom more attention,1,2024-01-28T20:39:14Z,0
